ImageID,Labels,Caption
25549.jpg,1 18,A dog sitting inside of a red piece of luggage.
17622.jpg,1 15,A bovine standing outside of a cafe that serves breakfast and lunch.
2951.jpg,1 4,A man riding on the back of a red motorcycle.
25652.jpg,1,two women laying down on a baseball field
2555.jpg,1 19,A man on horseback rides past towering mountains.
10350.jpg,8 5,"An Eva Air"" airplane at the airport with ""Hello Kitty"" decals."""
25723.jpg,5,a blue and white Cessna plane flying in a clear blue sky
17881.jpg,1,A young boy holding a piece of food up to his mouth.
12737.jpg,3,Adult sheep lying in dirt in enclosed area.
6465.jpg,1 7,A silver train traveling past a tall brick building.
7355.jpg,1,A group of people sitting around a table outdoors.
15717.jpg,2,A bike parked beside a mound of pumpkins.
7823.jpg,1,A woman wearing a ski jacket skis through a snowy field.
23931.jpg,1 10 3,people crossing zebra crossing on rain with their bags
24297.jpg,17,a small cat curls up on a couch
12449.jpg,8 1,A woman in a skirt holding her mouth open like a bird.
27778.jpg,10 7,A train engine is pulling freight cars on the tracks.
15271.jpg,17,A cat sitting on top of the back of a couch in front of a window.
5185.jpg,8 3 4 15,A photo of two motorcycles under a large umbrella taken from a car.
22031.jpg,1 5,A man assisting another person with a parachute before boarding a glider plane.
8549.jpg,1,A couple of women standing next to each other on a tennis court.
5242.jpg,1 15,A group of people sitting on top of a cement benches.
18514.jpg,1 7,A man is walking toward a train at the subway station.
2092.jpg,3,A teddy bear staged on a board in a Christmas decoration
21793.jpg,1 3 4 6 10,A crowd of people riding bikes down a street.
10207.jpg,1,Various people are walking in the rain holding umbrellas.
11948.jpg,1 2 3 8 13,a stop sign and two black and white street signs
187.jpg,17 1,A brindled cat laying near a woman's foot wearing a cat shoe.
25987.jpg,1,A man in an orange shirt and cap holding a baseball glove.
24322.jpg,1,A group of women standing around a table topped with food.
20039.jpg,8 18 19,A small brown pony greeting a small brown dog.
19810.jpg,18,A dog laying on a quilt in front of a window.
26293.jpg,1 3 6,A close up of a red and white transit bus parked.
1381.jpg,16,A grey bird perched on a tree branch
26537.jpg,1 15,A baseball player is getting ready to hit a ball.
8605.jpg,6,Two large green double decker buses parked next to each other.
23811.jpg,17,Several cast laying on a blanket on a bed.
15743.jpg,1 4,A person on a motor bike on a road.
21421.jpg,8 1 4,so many people with bags seated on a track
21281.jpg,1 9,A couple of people that are posing for a picture.
11528.jpg,1,a couple of people are looking at a projector screen
19559.jpg,1,A woman in a  bikini riding a surfboard.
15038.jpg,10,A white and black one way sign above a traffic light.
27697.jpg,1,A person in a red coat is snowboarding in a wooded area.
26824.jpg,1,A pair of legs in black shoes on a bed.
8448.jpg,1 2 15,A man sitting on a bench next to a bike with basket.
11390.jpg,1,A woman in bule scrubs stands next to a patient lying in a bed.
29852.jpg,1 6,a red double decker bus parked on the side of the road
7295.jpg,1 15,Two people who are on a tennis court playing against each other.
18619.jpg,17 1,A woman standing in a kitchen popping a doughnut in her mouth.
8068.jpg,8 10,A white truck crosses an intersection behind a traffic light.
12935.jpg,8 2 15,a fedex truck driving away from a building with a bench and bikes
9959.jpg,1,A little girl holding a Nintendo Wii game controller.
20620.jpg,16 9 1,A group of boats that are sitting in the water.
25859.jpg,16,A bird with a long neck stands in the grass.
26267.jpg,1 10 3 6,Red and white bus with advertisements in window.
9764.jpg,1,A group of young women kicking around a soccer ball.
24.jpg,1,A man holding a glass of wine on it's side.
3363.jpg,1,A man carrying a skateboard over his right shoulder.
1088.jpg,17 4,A cat that is sitting on a motorcycle.
12866.jpg,18 1 10 3,A lady running by a dog on a skate board.
10886.jpg,16 1,A sun is setting over a beach in the cloudy sky.
25117.jpg,1 3,"A man walks down the street with his head down, listening to his headphones."
11590.jpg,1,there is a snowboarder that is going down the hill
28722.jpg,1,A couple enjoying a day of skiing at the mountains.
19225.jpg,1 3 13 7,a trolly train passes through a street
10503.jpg,1 3 7,a small train with a bunch of people inside of it
23921.jpg,1,A toddler plays with the cake toppings as the mother begins to cut a slice.
12306.jpg,1 3,Two females are walking down the street wearing boots.
23854.jpg,1,A skateboarder is doing a trick  grinding his board against the park feature.
28979.jpg,1,a baseball player out to hit a ball
20536.jpg,1,A man sits at a table with a red table cloth as plates hold fruits and condiments sit in the center of the table.
17079.jpg,1 6,A large red double decker bus driving down a road.
15906.jpg,1 6,A red double decker bus for sightseeing.
29086.jpg,1,A woman that is sitting down in the snow.
11944.jpg,1,four kids holding wii controllers in a living room
6337.jpg,1,A young boy is sitting at a table eating pizza
17611.jpg,3 6,A red double decker bus in a red brick street.
18383.jpg,1 5,A large passenger jet sitting on top of an airport tarmac.
276.jpg,1,A woman sitting at a desk rubbing her hands together.
12413.jpg,1,A group of children sitting around a table eating cake.
22313.jpg,1,A man holding a colorful blue skateboard next to another man.
19337.jpg,1,A man that is standing in the grass with a bat.
20021.jpg,1,A person on a surfboard in the water.
3906.jpg,18,A puppy dog sitting in an office with a computer in it
21162.jpg,1,A woman drying her hair with a blow dryer.
5845.jpg,7,A train traveling the tracks under a partly cloudy sky.
29548.jpg,1,A woman waits to receive the ball back from her opponent.
20501.jpg,1 3 5,Small plane on tarmac with pilot at controls at airport.
1137.jpg,5,A large Delta airlines jet sitting on top of a runway.
19151.jpg,1 10 3 6,Two red double decked buses driving down the road.
24566.jpg,1,an image of a man riding ocean waves on a surfboard
18108.jpg,1,Two small children in colorful clothing standing in front of a television.
24045.jpg,1 10 3,A person holding a phone up to their face while sitting in a car.
25518.jpg,16 1,"A messy room, painted green, with debris on the ground and birds appear to be in the room."
13324.jpg,1 3 6,Women standing on the sidewalk talking on a cell phone.
23364.jpg,1,A person holding a mobile phone with a picture of a man on it's display screen.
2490.jpg,16 13,A stop sign at a desolate intersection with hills in the background.
21826.jpg,1,A man takes a picture of a soccer player on his phone.
16165.jpg,1,A group of people at a dinner table posing for a photo.
7742.jpg,1,A photo of a man and woman laying on a surface surrounded by a scarf.
14482.jpg,19,Several brown horses are in a field by a barn.
13127.jpg,1,Man doing an extreme up close jump on his skate board.
3935.jpg,7,The train pulling one other car is riding past buildings.
15072.jpg,5,A view of five fighters jets in the blue sky.
2384.jpg,1,A man riding a wave on a surfboard in the ocean.
8016.jpg,1,A man is playing tennis on the tennis court.
7084.jpg,1,a person on a snowboard flying in the air
16499.jpg,1,A woman is bouncing a tennis ball with a racket.
1863.jpg,1 15,three women sitting next to each other on a bench outdoors
15688.jpg,15,A bench next to rocks looking out to a body of water.
19503.jpg,1,A group of men and women sitting next to each other.
20642.jpg,1,A baseball player pitching a ball on a field.
364.jpg,1,a little league r  looking down at the dirt
9094.jpg,1,A group of people on skis with lodge in background.
19203.jpg,1 15,A pier with wooden benches and a man sitting.
26221.jpg,4,A blue and silver motorcycle parked in a building.
27676.jpg,1 2 3 8 10 14,A man riding a bike past a parked car.
18354.jpg,1,A clown is sitting down eating a sandwich looking at his phone.
21083.jpg,1 15,One woman on a bench bends over to pick something up.
3802.jpg,1 2 3,A group of people riding their bikes in the city at night.
15309.jpg,1,A man and a child feeding ship in a cage.
22452.jpg,1,A man and woman getting food and drink from a table.
3536.jpg,1 4,two men riding motorcycles down the road with a big crowd watching them
3825.jpg,2,A black cat laying across a laptop on a table.
6642.jpg,1,A crowd of people are at a ski slope at night.
27917.jpg,1 15,A person sitting on a large park bench on green grass.
12991.jpg,1,A man flying through the air while riding a snowboard.
18330.jpg,1,A group of three men riding skis standing next to each other.
20878.jpg,1,A man standing on a tennis court holding a tennis ball.
26235.jpg,1,A couple of women holding Nintendo Wii game controllers.
13527.jpg,1,A person in the snow on some skis.
24509.jpg,3,Four suitcases are sitting in the trunk of a car.
7269.jpg,1,People are gathered together while a child plays video games.
26530.jpg,1,A white plate topped with two sandwiches next to eating utensils.
7929.jpg,1,A white haired bearded man by an artificial snow scene.
12982.jpg,1 3,A giraffe is crossing the street in front of a white car.
7166.jpg,3 1 11,A young man talking on a cell phone while driving a car.
12869.jpg,1,A person wearing red pants and goggles while riding a ski.
23347.jpg,7,A white passenger train traveling past a tall white building.
5867.jpg,1,A little girl that is sitting with a plate in front of her.
4761.jpg,17,A black and white tiger striped cat sitting on top of a table.
882.jpg,13,The graffiti on this Stop sign denotes a positive impact.
13893.jpg,1 5,A silver plane in a field with a red and black plane behind it.
28094.jpg,1,The lady is looking up at the clock on the wall
557.jpg,1 18 15,A woman sitting on top of a wooden bench in a park.
1960.jpg,1,A man smiling as he stands among piles of luggage an airport.
13331.jpg,1,A man sitting next to a woman at a table with a smart phone.
1207.jpg,5,A large white airplane is on the snowy runway.
25552.jpg,17 1,A brown and white cat with its reflection in the mirror.
7684.jpg,1 10 3 6,A bus traveling down a street under a traffic signal.
16859.jpg,1,A group of people standing on a beach flying a kite.
22922.jpg,1 17 15,A woman sitting on top of a stone bench with a cat.
12021.jpg,3 6,A street sign on the side of a city street.
10485.jpg,1 3 4 6 10,A plethora of people of motorcycles in a street.
19595.jpg,1 15,A man in sunglasses is playing with a yellow frisbee.
3630.jpg,1,A man flying through the air while riding a snowboard.
1708.jpg,1 5,a airplane that has some people in it
24842.jpg,1 18,A woman standing in a kitchen while using a laptop computer.
1140.jpg,15,A statue of a giraffe standing next to lots of wood furniture.
19546.jpg,18,A small dog wearing a life jacket riding on a surf board.
6207.jpg,1 18 15 7,A little boy pushing a cart with another little boy riding in it.
27536.jpg,1,"Person seated at slatted wooden table with two cups of coffee, bagel breakfast sandwich and condiments."
20114.jpg,1 19,A jockey riding a horse being pulled to the starting line by a worker.
26396.jpg,1 4,A motor bike parked in front of a department store window.
2660.jpg,1 3,a car filled with bunches of bananas
25232.jpg,1 15,A woman about to eat a hamburger and onion rings at a restaurant.
14852.jpg,16 1 15,A man and a woman sitting on a bench in a park.
1307.jpg,1 5,A small airplane sitting on top of an airport runway.
18951.jpg,18,A small white dog sitting in front of a doorway.
16212.jpg,1,The young man is surfing on a artificial wave machine.
25574.jpg,1,A surfboarder riding a wave in the ocean
12452.jpg,1,A man with his hand on the handle of a freezer.
19218.jpg,10 13,"A stop sign, another sign with an arrow and a traffic light with a red arrow."
6905.jpg,16,Five cows standing in a grassy field surrounded with trees.
11927.jpg,16 9,A bunch of birds that are in the water.
14072.jpg,1,A man catching a frisbee in front of a large crowd.
9429.jpg,17,a cat curls up on a bed
2151.jpg,1,a man is standing around some buckets of food
24401.jpg,1 5,People walking towards a large red and white airplane.
20219.jpg,8 1 3,A sign sitting on the side of a road.
29544.jpg,8 1 3 6,Green and yellow bus parked in front of a large building.
22800.jpg,1 15,Young skateboarders are being shown at the skate park.
27203.jpg,1,a bunch of people that are walking through the snow
13283.jpg,1 18,A man sitting in a bed with a stuffed animal in his lap.
25710.jpg,8 1 3,A man playing ball with the boy on the grass.
